categorias,tokens,etiquetas
Bswift,"['appeal', 'concern', 'extrem', 'disappoint', 'decis', 'make', 'request', 'dental', 'coverag', 'therefor', 'would', 'like', 'ceo', 'assist', 'reach', 'regard', 'think', 'decis', 'unfair', 'take', 'consider', 'extenu', 'circumst', 'term', 'disabl', 'get', 'sever', 'injur', 'septemb', 'initi', 'compens', 'pay', 'medic', 'expens', 'employ', 'abrupt', 'make', 'decis', 'switch', 'back', 'cigna', 'late', 'septemb', 'octob', 'told', 'enrol', 'begin', 'excruci', 'know', 'go', 'abl', 'focus', 'qualiti', 'life', 'get', 'recal', 'go', 'insur', 'sister', 'probabl', 'compens', 'paper', 'work', 'sure', 'much', 'go', 'sever', 'famili', 'member', 'tri', 'assist', 'thing', 'use', 'pleas', 'rememb', 'detail', 'look', 'forward', 'hear', 'ceo', 'one', 'execut', 'assistannt', 'think', 'employe', 'serious', 'injur', 'could', 'die', 'becom', 'paralyz', 'abl', 'insur', 'polici', 'reinstat', 'outsid', 'time', 'especi', 'mental', 'impair', 'incapacit', 'time', 'enrol', 'definit', 'furthermor', 'would', 'like', 'someon', 'cigna', 'give', 'definit', 'consid', 'special', 'circumst', 'told', 'dental', 'could', 'reinstat', 'outsid', 'enrol', 'period', 'consid', 'special', 'circumst', 'would', 'know', 'thank', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['immedi', 'action', 'requir', 'document', 'need', 'elig', 'verif', 'morn', 'submit', 'document', 'spous', 'child', 'employe', 'bswift', 'pleas', 'let', 'know', 'document', 'need', 'thank', 'thank', 'termin', 'manag', 'fargo', 'lafargeholcim', 'fargo', 'offic', 'email', 'websit', 'www', 'lafargeholcim', 'com', 'member', 'lafargeholcim', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'jul', 'write', 'action', 'requir', 'verifi', 'elig', 'recent', 'request', 'chang', 'benefit', 'coverag', 'requir', 'document', 'document', 'receiv', 'follow', 'individu', 'review', 'accept', 'verif', 'requir', 'hire', 'enrol', 'document', 'hire', 'enrol', 'document', 'seren', 'hire', 'enrol', 'document', 'seren', 'rubi', 'hire', 'enrol', 'document', 'rubi', 'submit', 'document', 'review', 'document', 'requir', 'attach', 'care', 'list', 'requir', 'document', 'social', 'secur', 'number', 'account', 'number', 'financi', 'inform', 'monetari', 'amount', 'appear', 'document', 'upload', 'upload', 'quick', 'easi', 'submit', 'document', 'log', 'lafargeholcim', 'intranet', 'visit', 'www', 'lafargeholcim', 'bswift', 'com', 'log', 'profil', 'employe', 'appropri', 'add', 'document', 'email', 'fax', 'need', 'help', 'log', 'review', 'account', 'visit', 'www', 'lafargeholcim', 'bswift', 'com', 'mylif', 'central', 'notic', 'recipi', 'inform', 'mail', 'contain', 'confidenti', 'privileg', 'inform', 'think', 'receiv', 'mail', 'pleas', 'advis', 'sender', 'repli', 'mail', 'delet', 'mail', 'immedi', 'mail', 'also', 'contain', 'protect', 'health', 'inform', 'phi', 'inform', 'sensit', 'medic', 'condit', 'includ', 'limit', 'treatment', 'substanc', 'use', 'disord', 'behavior', 'health', 'hiv', 'aid', 'pregnanc', 'type', 'inform', 'protect', 'various', 'feder', 'prohibit', 'disclosur', 'without', 'express', 'write', 'consent', 'pertain', 'otherwis', 'permit', 'unauthor', 'disclosur', 'consid', 'violat', 'feder', 'general', 'author', 'releas', 'medic', 'inform', 'suffici', 'consent', 'releas', 'type', 'inform', 'thank', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['eoi', 'form', 'spous', 'life', 'insur', 'move', 'approv', 'pend', 'evid', 'insur', 'eoi', 'base', 'hire', 'rule', 'sinc', 'never', 'approv', 'spous', 'make', 'pend', 'make', 'onlin', 'eoi', 'form', 'reappear', 'pleas', 'get', 'attach', 'form', 'give', 'spous', 'life', 'without', 'cigna', 'approv', 'email', 'origin', 'task', 'task']",1
Bswift,"['fwd', 'document', 'insur', 'forward', 'messag', 'date', 'tue', 'oct', 'subject', 'document', 'insur', 'mylif', 'attach', 'document', 'addit', 'insur', 'polici', 'employe', 'email', 'cel', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['benefit', 'retir', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'want', 'inform', 'relat', 'benefit', 'research', 'sap', 'bswift', 'resolut', 'encourag', 'contact', 'via', 'benefit', 'get', 'inform', 'addit', 'info']",1
Bswift,"['bswift', 'inquiri', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'call', 'verifi', 'document', 'upload', 'bswift', 'verifi', 'parent', 'relationship', 'daughter', 'valid', 'birth', 'certif', 'research', 'bswift', 'resolut', 'told', 'bswift', 'check', 'document', 'valid', 'addit', 'info', 'contact', 'later', 'check', 'daughter', 'medic', 'coverag']",1
Bswift,"['person', 'detail', 'updat', 'name', 'ssn', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'want', 'contact', 'email', 'get', 'marri', 'weekend', 'want', 'chang', 'name', 'want', 'know', 'get', 'detail', 'updat', 'research', 'sap', 'benefit', 'team', 'respons', 'resolut', 'mdm', 'side', 'recommend', 'contact', 'manag', 'could', 'send', 'employe', 'chang', 'form', 'benefit', 'side', 'escal', 'benefit', 'team', 'could', 'get', 'back', 'answer', 'addit', 'info', 'pleas', 'get', 'back', 'possibl']",1
Bswift,"['pension', 'info', 'name', 'work', 'aggreg', 'want', 'info', 'relat', 'pension', 'research', 'search', 'bswift', 'sap', 'docdna', 'inform', 'resolut', 'provid', 'pension', 'dpt', 'phone', 'number', 'addit', 'info']",1
Bswift,"['life', 'insur', 'follow', 'digit', 'number', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'call', 'cigna', 'life', 'insur', 'ask', 'digit', 'number', 'continu', 'within', 'section', 'need', 'number', 'research', 'find', 'record', 'resolut', 'yeferson', 'confirm', 'addit', 'info', 'life', 'insur', 'polici', 'digit', 'number']",1
Bswift,"['help', 'tri', 'add', 'wife', 'kid', 'document', 'insur', 'let', 'help', 'get', 'outlook', 'io', 'http', 'aka', 'ukef', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['bruzeau', 'pension', 'benefit', 'name', 'bruzeau', 'verifi', 'ssn', 'phone', 'number', 'email', 'address', 'request', 'receiv', 'notif', 'social', 'secur', 'could', 'entitl', 'benefit', 'research', 'docdna', 'resolut', 'pension', 'dpt', 'phone', 'number', 'provid', 'addit', 'info']",1
Bswift,"['ticket', 'reason', 'dental', 'provid', 'want', 'valid', 'dental', 'coverag', 'full', 'name', 'maquisha', 'dental', 'provid', 'applic', 'ssn', 'dob', 'valid', 'ticket', 'reason', 'dental', 'provid', 'want', 'valid', 'dental', 'coverag', 'contact', 'number', 'email', 'address', 'bswift', 'research', 'bswift', 'unabl', 'find', 'beneficiari', 'resolut', 'caller', 'find', 'card', 'incorrect', 'say', 'need', 'back', 'addit', 'info']",1
Bswift,"['urgent', 'stroke', 'critic', 'ill', 'benefit', 'cigna', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'want', 'contact', 'email', 'pay', 'critic', 'ill', 'critic', 'ill', 'voluntari', 'option', 'recent', 'stroke', 'get', 'support', 'cigna', 'say', 'get', 'runaround', 'basic', 'told', 'contact', 'inform', 'understand', 'call', 'confirm', 'next', 'step', 'research', 'bswift', 'show', 'coverag', 'activ', 'effect', 'sinc', 'check', 'previous', 'case', 'yes', 'resolut', 'tier', 'addit', 'info']",1
Bswift,"['death', 'notif', 'follow', 'name', 'helh', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'helh', 'call', 'updat', 'letter', 'told', 'go', 'receiv', 'husband', 'death', 'notiv', 'research', 'resolut', 'found', 'inform', 'helh', 'letter', 'issu', 'day', 'ago', 'wiil', 'arriv', 'bussi', 'day', 'addit', 'info', 'also', 'sent', 'death', 'certif', 'via', 'fax', 'task', 'relat', 'task']",1
Bswift,"['life', 'event', 'duplic', 'name', 'verifi', 'ssn', 'yes', 'phone', 'number', 'email', 'address', 'request', 'add', 'life', 'event', 'accid', 'make', 'twice', 'delet', 'research', 'check', 'bswift', 'show', 'duplic', 'resolut', 'escal', 'benefit', 'addit', 'info']",1
Bswift,"['death', 'certif', 'mckellip', 'pleas', 'let', 'know', 'need', 'anyth', 'els', 'next', 'step', 'would', 'pleas', 'let', 'know', 'life', 'insur', 'mckellip', 'sent', 'iphon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['death', 'notif', 'follow', 'name', 'daughter', 'retire', 'verifi', 'ssn', 'phone', 'number', 'email', 'address', 'request', 'daughter', 'call', 'verifi', 'dad', 'polici', 'current', 'activ', 'research', 'bswift', 'resolut', 'polici', 'activ', 'task', 'death', 'notif', 'report', 'pleas', 'stop', 'polici', 'order', 'famili', 'life', 'insur', 'addit', 'info']",1
Bswift,"['hire', 'benefit', 'enrol', 'verif', 'hello', 'mylif', 'employe', 'hire', 'work', 'get', 'sign', 'insur', 'coverag', 'pleas', 'confirm', 'document', 'requir', 'provid', 'process', 'enrol', 'provid', 'date', 'insur', 'coverag', 'anyth', 'els', 'need', 'pleas', 'let', 'know', 'thank', 'warehous', 'supervisor', 'procur', 'lafargeholcim', 'devil', 'slide', 'east', 'croydon', 'road', 'cell', 'email', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['tobbacco', 'mismatch', 'call', 'assur', 'mark', 'open', 'enrol', 'tobacco', 'program', 'receiv', 'surcharg', 'letter', 'sinc', 'open', 'behalf', 'kind', 'advis', 'part', 'disregard', 'letter', 'possibl', 'kind', 'leav', 'voic', 'messag', 'answer', 'phone', 'sinc', 'night', 'shift', 'stop', 'smoke', 'put', 'open', 'enrol', 'spoke', 'januari', 'mylif']",1
Bswift,"['benefit', 'enrol', 'morn', 'could', 'someon', 'pleas', 'explain', 'hospit', 'care', 'benefit', 'coverag', 'someth', 'alreadi', 'includ', 'health', 'care', 'select', 'add', 'benefit', 'coverag', 'would', 'hospit', 'stay', 'cover', 'one', 'health', 'care', 'select', 'thank', 'cic', 'arm', 'risk', 'manag', 'analyst', 'holcim', 'fireston', 'build', 'product', 'arbor', 'dunde', 'offic', 'cell', 'fax', 'www', 'lafargeholcim', 'www', 'lafarg', 'www', 'concretethatperform', 'com', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['letter', 'task', 'name', 'verifi', 'ssn', 'yes', 'verifi', 'dob', 'yes', 'phone', 'number', 'email', 'address', 'request', 'want', 'know', 'address', 'dunde', 'send', 'letter', 'describ', 'task', 'research', 'resolut', 'provid', 'dunde', 'address', 'addit', 'info']",1
Bswift,"['virgin', 'puls', 'question', 'name', 'verifi', 'ssn', 'phone', 'number', 'email', 'address', 'request', 'want', 'know', 'credit', 'visit', 'virgin', 'puls', 'resolut', 'provid', 'virgin', 'puls', 'phone', 'number', 'addit', 'info']",1
Bswift,"['death', 'notif', 'name', 'employe', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'want', 'report', 'death', 'dad', 'work', 'lafarg', 'research', 'tri', 'verifi', 'ssn', 'info', 'realli', 'old', 'resolut', 'transfer', 'pension', 'dpt', 'addit', 'info']",1
Bswift,"['add', 'wife', 'insur', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'hire', 'tri', 'add', 'wife', 'insur', 'accord', 'bswift', 'marriag', 'certif', 'upload', 'bswift', 'nevertheless', 'upload', 'document', 'sinc', 'research', 'document', 'reject', 'bswift', 'pleas', 'verifi', 'resolut', 'escal', 'benefit', 'addit', 'info', 'employe', 'spanish']",1
Bswift,"['termin', 'medic', 'coverag', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'cigna', 'call', 'mylif', 'phone', 'accord', 'sap', 'turn', 'termin', 'medic', 'coverag', 'bswift', 'want', 'spoke', 'cobra', 'afford', 'research', 'sap', 'resolut', 'inform', 'gather', 'addit', 'info', 'moment']",1
Bswift,"['retire', 'address', 'chang', 'address', 'chang', 'format', 'pleas', 'sign', 'return', 'email', 'process', 'updat', 'system', 'mani', 'thank', 'email']",1
Bswift,"['bswift', 'contact', 'regard', 'insur', 'document', 'contact', 'turn', 'year', 'old', 'elig', 'coverag', 'cigna', 'receiv', 'email', 'bswift', 'state', 'document', 'miss', 'want', 'make', 'sure', 'everyth', 'alright', 'sinc', 'sent', 'document', 'day', 'ago']",1
Bswift,"['covid', 'vaccin', 'card', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'upload', 'covid', 'vaccin', 'card', 'bswift', 'reject', 'download', 'back', 'side', 'research', 'bswift', 'resolut', 'check', 'upload', 'today', 'check', 'look', 'encourag', 'wait', 'week', 'reject', 'normal', 'approv', 'period', 'must', 'wait', 'get', 'reject', 'accept', 'first', 'reject', 'appeal', 'addit', 'info']",1
Bswift,"['virginpuls', 'lafargeholcim', 'reward', 'inquiri', 'forward', 'messag', 'virgin', 'puls', 'member', 'servic', 'wednesday', 'cdtsubject', 'virginpuls', 'lafargeholcim', 'reward', 'inquiri', 'pleas', 'type', 'repli', 'hello', 'virgin', 'puls', 'ticket', 'lafargeholcim', 'reward', 'inquiri', 'set', 'solv', 'status', 'comment', 'convers', 'pleas', 'scroll', 'need', 'assist', 'pleas', 'repli', 'email', 'happi', 'assist', 'great', 'virgin', 'puls', 'edt', 'confirm', 'employ', 'incent', 'paid', 'find', 'inform', 'help', 'wish', 'healthi', 'regard', 'member', 'repres', 'confidenti', 'notic', 'inform', 'contain', 'mail', 'includ', 'attach', 'intend', 'sole', 'use', 'design', 'recipi', 'unauthor', 'use', 'dissemin', 'distribut', 'reproduct', 'messag', 'anyon', 'intend', 'recipi', 'design', 'respons', 'deliv', 'messag', 'intend', 'recipi', 'strict', 'prohibit', 'unlaw', 'mail', 'contain', 'proprietari', 'confidenti', 'privileg', 'inform', 'view', 'opinion', 'express', 'sole', 'author', 'necessarili', 'repres', 'virgin', 'puls', 'inc', 'receiv', 'messag', 'name', 'recipi', 'pleas', 'immedi', 'notifi', 'sender', 'delet', 'mail', 'messag', 'edt', 'resolut', 'sent', 'iphon', 'fetritta', 'write', 'left', 'compani', 'sent', 'iphon', 'virgin', 'puls', 'member', 'servic', 'write', 'edt', 'left', 'compani', 'sent', 'iphon', 'virgin', 'puls', 'member', 'servic', 'write', 'virgin', 'puls', 'edt', 'need', 'confirm', 'date', 'left', 'compani', 'januari', 'would', 'reason', 'paid', 'regard', 'member', 'repres', 'confidenti', 'notic', 'inform', 'contain', 'mail', 'includ', 'attach', 'intend', 'sole', 'use', 'design', 'recipi', 'unauthor', 'use', 'dissemin', 'distribut', 'reproduct', 'messag', 'anyon', 'intend', 'recipi', 'design', 'respons', 'deliv', 'messag', 'intend', 'recipi', 'strict', 'prohibit', 'unlaw', 'mail', 'contain', 'proprietari', 'confidenti', 'privileg', 'inform', 'view', 'opinion', 'express', 'sole', 'author', 'necessarili', 'repres', 'virgin', 'puls', 'inc', 'receiv', 'messag', 'name', 'recipi', 'pleas', 'immedi', 'notifi', 'sender', 'delet', 'mail', 'messag', 'edt', 'sent', 'iphon', 'fetritta', 'write', 'complet', 'reward', 'think', 'total', 'wife', 'torus', 'earn', 'sent', 'iphon', 'virgin', 'puls', 'member', 'servic', 'write', 'edt', 'news', 'sent', 'iphon', 'fetritta', 'write', 'complet', 'reward', 'think', 'total', 'wife', 'torus', 'earn', 'sent', 'iphon', 'virgin', 'puls', 'member', 'servic', 'write', 'edt', 'complet', 'reward', 'think', 'total', 'wife', 'torus', 'earn', 'sent', 'iphon', 'virgin', 'puls', 'member', 'servic', 'write', 'virgin', 'puls', 'edt', 'pleas', 'disregard', 'messag', 'clarifi', 'question', 'confirm', 'type', 'reward', 'suppos', 'receiv', 'hear', 'regard', 'member', 'repres', 'confidenti', 'notic', 'inform', 'contain', 'mail', 'includ', 'attach', 'intend', 'sole', 'use', 'design', 'recipi', 'unauthor', 'use', 'dissemin', 'distribut', 'reproduct', 'messag', 'anyon', 'intend', 'recipi', 'design', 'respons', 'deliv', 'messag', 'intend', 'recipi', 'strict', 'prohibit', 'unlaw', 'mail', 'contain', 'proprietari', 'confidenti', 'privileg', 'inform', 'view', 'opinion', 'express', 'sole', 'author', 'necessarili', 'repres', 'virgin', 'puls', 'inc', 'receiv', 'messag', 'name', 'recipi', 'pleas', 'immedi', 'notifi', 'sender', 'delet', 'mail', 'messag', 'virgin', 'puls', 'edt', 'escal', 'confirm', 'activ', 'complet', 'reward', 'specif', 'inquir', 'quarter', 'hear', 'regard', 'member', 'repres', 'confidenti', 'notic', 'inform', 'contain', 'mail', 'includ', 'attach', 'intend', 'sole', 'use', 'design', 'recipi', 'unauthor', 'use', 'dissemin', 'distribut', 'reproduct', 'messag', 'anyon', 'intend', 'recipi', 'design', 'respons', 'deliv', 'messag', 'intend', 'recipi', 'strict', 'prohibit', 'unlaw', 'mail', 'contain', 'proprietari', 'confidenti', 'privileg', 'inform', 'view', 'opinion', 'express', 'sole', 'author', 'necessarili', 'repres', 'virgin', 'puls', 'inc', 'receiv', 'messag', 'name', 'recipi', 'pleas', 'immedi', 'notifi', 'sender', 'delet', 'mail', 'messag', 'virgin', 'puls', 'edt', 'hello', 'open', 'ticket', 'record', 'collect', 'email', 'correspond', 'subject', 'updat', 'detail', 'complet', 'thank', 'regard', 'member', 'repres', 'confidenti', 'notic', 'inform', 'contain', 'mail', 'includ', 'attach', 'intend', 'sole', 'use', 'design', 'recipi', 'unauthor', 'use', 'dissemin', 'distribut', 'reproduct', 'messag', 'anyon', 'intend', 'recipi', 'design', 'respons', 'deliv', 'messag', 'intend', 'recipi', 'strict', 'prohibit', 'unlaw', 'mail', 'contain', 'proprietari', 'confidenti', 'privileg', 'inform', 'view', 'opinion', 'express', 'sole', 'author', 'necessarili', 'repres', 'virgin', 'puls', 'inc', 'receiv', 'messag', 'name', 'recipi', 'pleas', 'immedi', 'notifi', 'sender', 'delet', 'mail', 'messag', 'wop', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['appeal', 'benefit', 'enrol', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['gustin', 'request', 'stop', 'benefit', 'septemb', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'use', 'email', 'address', 'want', 'contact', 'phone', 'want', 'benefit', 'stop', 'septemb', 'medicar', 'take', 'effect', 'want', 'two', 'insur', 'wellcar', 'pre', 'retire', 'bronz', 'wellcar', 'pre', 'research', 'sap', 'bswift', 'check', 'previous', 'case', 'resolut', 'tier', 'addit', 'info', 'expect', 'within', 'three', 'busi', 'day']",1
Bswift,"['coverag', 'detail', 'provid', 'close', 'ticket']",1
Bswift,"['laplaunt', 'except', 'request', 'waiv', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'laplaunt', 'want', 'contact', 'compani', 'email', 'think', 'actual', 'process', 'finish', 'realiz', 'want', 'medic', 'dental', 'coverag', 'want', 'waiv', 'whole', 'famili', 'coverag', 'end', 'year', 'outsid', 'one', 'ask', 'approv', 'consid', 'possibl', 'pleas', 'notifi', 'via', 'email', 'research', 'sap', 'bswift', 'check', 'previous', 'case', 'yes', 'resolut', 'tier', 'addit', 'info', 'correct', 'want', 'dental', 'medic', 'waiv', 'rest']",1
Bswift,"['dental', 'xxx', 'call', 'today', 'state', 'medic', 'dental', 'benefit', 'end', 'today', 'want', 'know', 'could', 'extend', 'dental', 'medic', 'also', 'want', 'know', 'process', 'cobra', 'email']",1
Bswift,"['issu', 'start', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'compani', 'email', 'want', 'contact', 'compani', 'email', 'start', 'enrol', 'option', 'tri', 'possibl', 'workaround', 'told', 'see', 'colleagu', 'bswift', 'look', 'like', 'look', 'like', 'simpli', 'option', 'research', 'sap', 'bswift', 'tester', 'check', 'previous', 'case', 'yes', 'resolut', 'tier', 'addit', 'info']",1
Bswift,"['fwd', 'marriag', 'forward', 'messag', 'girlygirlhoward', 'date', 'wed', 'nov', 'subject', 'marriag', 'sent', 'verizon', 'samsung', 'galaxi', 'smartphon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['biometr', 'screen', 'hsa', 'program', 'want', 'know', 'happen', 'miss', 'dollar', 'sinc', 'complet', 'two', 'biometr', 'screen', 'payflex', 'get', 'fund', 'hsa', 'one', 'transfer', 'payflex', 'get', 'assist']",1
Bswift,"['add', 'wife', 'insur', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'add', 'wife', 'insur', 'want', 'know', 'tax', 'proof', 'upload', 'correct', 'research', 'bswift', 'resolut', 'document', 'upload', 'correct', 'receiv', 'answer', 'week', 'addit', 'info']",1
Bswift,"['medic', 'tobacco', 'surcharg', 'name', 'verifi', 'ssn', 'yes', 'phone', 'number', 'email', 'address', 'request', 'want', 'know', 'deduct', 'medic', 'tobacco', 'surcharg', 'quit', 'smoke', 'year', 'ago', 'research', 'check', 'current', 'deduct', 'resolut', 'escal', 'benefit', 'addit', 'info']",1
Bswift,"['bswift', 'password', 'reset', 'detail', 'provid', 'assist', 'work', 'close', 'ticket']",1
Bswift,"['life', 'insur', 'claim', 'retire', 'death', 'contact', 'notifi', 'retire', 'death', 'find', 'inform', 'relat', 'employe']",1
Bswift,"['follow', 'name', 'tayra', 'call', 'behalf', 'ssn', 'dob', 'phone', 'number', 'email', 'disagre', 'denial', 'appeal', 'alreadi', 'std', 'time', 'deserv', 'except', 'research', 'check', 'previous', 'ticket', 'provid', 'inform', 'task', 'resolut', 'let', 'know', 'right', 'send', 'email', 'thought', 'decis', 'addit', 'info', 'moment']",1
Bswift,"['pension', 'inform', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'plan', 'retir', 'ehr', 'marit', 'status', 'phon', 'enumb', 'incorrect', 'research', 'check', 'pension', 'team', 'knowledg', 'make', 'chang', 'platform', 'resolut', 'transfer', 'pension', 'depart', 'get', 'assist', 'addit', 'info']",1
Bswift,"['insur', 'deduct', 'employe', 'state', 'deduct', 'met', 'get', 'charg', 'doctor', 'offic', 'prescript', 'wife', 'phone', 'yesterday', 'cigna', 'resolv', 'solut', 'claim', 'paid', 'four', 'month', 'ago', 'claim', 'state', 'zero', 'deduct', 'pleas', 'advis', 'thank', 'administr', 'holcim', 'inc', 'midlothian', 'phone', 'mobil', 'www', 'holcim', 'com', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['pension', 'form', 'name', 'financi', 'offic', 'rollov', 'account', 'sent', 'form', 'want', 'know', 'correct', 'receiv', 'research', 'sap', 'resolut', 'let', 'know', 'fax', 'number', 'incorrect', 'provid', 'right', 'one', 'check', 'form', 'let', 'know', 'correct', 'contact', 'addit', 'info']",1
Bswift,"['fidel', 'fidel', 'find', 'road', 'transport', 'manag', 'aggreg', 'industri', 'central', 'region', 'road', 'suit', 'eagan', 'cell', 'offic', 'fax', 'email', 'valu', 'safeti', 'save', 'time', 'complet', 'requir', 'site', 'specif', 'train', 'efor', 'come', 'http', 'lafargeholcim', 'acm', 'contractortrainingonlin', 'com', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['wesh', 'via', 'benefit', 'transfer', 'transfer', 'via', 'benefit']",1
Bswift,"['benefit', 'arrear', 'get', 'laid', 'decemb', 'year', 'return', 'back', 'work', 'ago', 'sure', 'need', 'someth', 'benefit', 'laid', 'contact', 'tri', 'much', 'need', 'mayb', 'get', 'agreement', 'verifi', 'like', 'sure', 'get', 'agreement', 'compani', 'benefit', 'instead', 'famili', 'seem', 'cover', 'bswift']",1
Bswift,"['question', 'transfer', 'fidel', 'contact', 'deduct', 'almost', 'per', 'period', 'know', 'loan', 'redirect', 'fidel', 'advis', 'contact', 'provid', 'solut']",1
Bswift,"['employe', 'hospit', 'respons', 'inquiri', 'today', 'wife', 'employe', 'wait', 'respons', 'thank', 'apr', 'write', 'morn', 'employe', 'admit', 'hospit', 'weekend', 'issu', 'tri', 'assist', 'get', 'inform', 'wife', 'assur', 'benefit', 'activ', 'possibl', 'pleas', 'advis', 'proceed', 'thank', 'support', 'america', 'digit', 'center', 'adc', 'phone', 'www', 'lafargeholcim', 'com', 'dream', 'creat', 'grow', 'email', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'email', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'support', 'america', 'digit', 'center', 'adc', 'phone', 'www', 'lafargeholcim', 'com', 'dream', 'creat', 'grow', 'email', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'email', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['fsa', 'depend', 'care', 'could', 'chang', 'child', 'care', 'fsa', 'amount', 'want', 'get', 'max', 'next', 'check', 'could', 'put', 'toward', 'mainten', 'planner', 'aggreg', 'industri', 'central', 'region', 'holiday', 'drive', 'unit', 'moorhead', 'offic', 'direct', 'fax', 'cell', 'email', 'www', 'aggreg', 'com', 'member', 'lafargeholcim', 'group', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['email', 'cm', 'fax', 'number', 'custom', 'give', 'repli', 'help', 'wit', 'proof', 'employ', 'pleas', 'let', 'know', 'receiv', 'form', 'thank', 'innov', 'metal', 'direct', 'tel', 'www', 'americlad', 'com', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['life', 'event', 'benefit', 'gain', 'coverag', 'upload', 'life', 'event', 'document', 'bswift', 'name', 'proof', 'insur', 'bcbs', 'coverag', 'famili', 'cover', 'anoth', 'insur', 'back', 'want', 'possibl', 'get', 'back', 'health', 'insur', 'time', 'two', 'coverag', 'alreadi', 'talk', 'cigna', 'redirect', 'could', 'pleas', 'check']",1
Bswift,"['refer', 'task', 'concern', 'pleas', 'find', 'attach', 'certifi', 'copi', 'death', 'certif', 'father', 'bellow', 'pleas', 'confirm', 'receipt', 'forward', 'mother', 'overview', 'pension', 'benefit', 'regard', 'bellow', 'attorney', 'bellow', 'sent', 'iphon', 'forward', 'messag', 'date', 'cdt', 'subject', 'death', 'certif', 'offic', 'administr', 'inform', 'contain', 'transmiss', 'contain', 'privileg', 'confidenti', 'inform', 'includ', 'inform', 'protect', 'feder', 'privaci', 'intend', 'use', 'name', 'intend', 'recipi', 'herebi', 'notifi', 'review', 'dissemin', 'distribut', 'duplic', 'communic', 'strict', 'prohibit', 'intend', 'recipi', 'pleas', 'contact', 'sender', 'repli', 'email', 'destroy', 'copi', 'origin', 'messag', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
