categorias,tokens,etiquetas
Bswift,"['tobacco', 'surcharg', 'thank', 'thank', 'resourc', 'manag', 'materi', 'corp', 'member', 'lafargeholcim', 'inc', 'road', 'cell', 'fax', 'www', 'materialsthatperform', 'com', 'email', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'email', 'telephon', 'nov', 'write', 'hello', 'refund', 'process', 'payment', 'date', 'delimit', 'great', 'imag', 'imag', 'png', 'fri', 'nov', 'write', 'remov', 'spous', 'medic', 'effect', 'tobacco', 'surcharg', 'tobacco', 'use', 'surcharg', 'stop', 'pleas', 'end', 'date', 'surcharg', 'refund', 'extra', 'deduct', 'thank', 'benefit', 'analyst', 'lafargeholcim', 'cell', 'fax', 'email', 'payrol', 'mdm', 'specialist', 'hire', 'retir', 'sur', 'edificio', 'latitud', 'sur', 'sabaneta', 'antioquia', 'colombia', 'www', 'ab', 'com', 'http', 'www', 'ab', 'com', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['bswift', 'password', 'reset', 'detail', 'provid', 'assist', 'work', 'close', 'ticket']",1
Bswift,"['guid', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'call', 'number', 'need', 'guid']",1
Bswift,"['name', 'ssn', 'dob', 'phone', 'number', 'call', 'number', 'email', 'want', 'contact', 'research', 'resolut', 'addit', 'info', 'moment']",1
Bswift,"['voluntari', 'spous', 'life', 'voluntari', 'spous', 'life', 'increas', 'voluntari', 'spous', 'life', 'insur', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'want', 'contact', 'want', 'know', 'coverag', 'spous', 'life', 'insur', 'ask', 'research', 'sap', 'bswift', 'check', 'previous', 'case', 'resolut', 'await', 'respons', 'call', 'back', 'addit', 'info']",1
Bswift,"['access', 'bswift', 'detail', 'provid', 'password', 'reset', 'close', 'ticket']",1
Bswift,"['name', 'name', 'ssn', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'want', 'contact', 'empleado', 'comunica', 'necesita', 'contras', 'para', 'ingresar', 'bswift', 'research', 'bswift', 'resolut', 'ayud', 'empleado', 'tener', 'acceso', 'cuenta', 'bswift', 'addit', 'info', 'moment']",1
Bswift,"['struggl', 'approv', 'benefit', 'life', 'event', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'compani', 'email', 'want', 'contact', 'compani', 'email', 'call', 'know', 'els', 'need', 'upload', 'provid', 'possibl', 'document', 'depend', 'verif', 'need', 'research', 'sap', 'bswift', 'check', 'document', 'check', 'previous', 'case', 'yes', 'resolut', 'tier', 'addit', 'info', 'life', 'event', 'go']",1
Bswift,"['payran', 'birth', 'marriag', 'certif', 'name', 'payran', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'upload', 'birth', 'certif', 'marriag', 'certif', 'bswift', 'receiv', 'confirm', 'reject', 'famili', 'member', 'yet', 'cigna', 'research', 'bswift', 'resolut', 'let', 'know', 'must', 'wait', 'receiv', 'reject', 'someth', 'inform', 'bswift', 'interfac', 'cigna', 'everi', 'addit', 'info']",1
Bswift,"['cigna', 'polici', 'name', 'wife', 'verifi', 'ssn', 'verifi', 'dob', 'want', 'get', 'detail', 'polici', 'research', 'bswift', 'resolut', 'let', 'know', 'benefit', 'current', 'activ', 'mention', 'cigna', 'detail', 'phone', 'number', 'provid', 'addit', 'info']",1
Bswift,"['name', 'ssn', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'want', 'contact', 'email', 'need', 'help', 'proceedur', 'move', 'medicar', 'retire', 'group', 'research', 'bswift', 'valid', 'benefit', 'escal', 'resolut', 'escal', 'pension', 'addit', 'info', 'moment']",1
Bswift,"['medic', 'coverag', 'verifi', 'everyth', 'approv', 'bswift', 'expect', 'member', 'cigna', 'generat', 'would', 'come', 'get', 'phone', 'cigna', 'noth', 'come', 'end', 'yet', 'regard', 'project', 'engin', 'lafargeholcim', 'blvd', 'cell', 'www', 'lafargeholcim', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['kid', 'certif', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email', 'sent', 'iphon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['kid', 'birth', 'certif', 'sent', 'iphon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['kid', 'birth', 'certif', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email', 'sent', 'iphon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['kid', 'certif', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email', 'sent', 'iphon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['name', 'ssn', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'want', 'contact', 'request', 'add', 'insur', 'upload', 'doc', 'marriag', 'licenc', 'receiv', 'email', 'state', 'verif', 'requir', 'much', 'ask', 'upload', 'someth', 'alreadi', 'upload', 'pleas', 'confirm', 'whether', 'need', 'upload', 'someth', 'els', 'need', 'upload', 'anyth', 'els', 'pleas', 'confirm', 'wife', 'coverag', 'research', 'sap', 'bswift', 'resolut', 'escal', 'benefit', 'depart', 'addit', 'info', 'pleas']",1
Bswift,"['tech', 'issu', 'access', 'bswift', 'bswift', 'technic', 'support', 'detail', 'provid', 'need', 'contact', 'complaint', 'hour', 'hold']",1
Bswift,"['name', 'ssn', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'want', 'contact', 'email', 'lleva', 'desd', 'tratando', 'comunicars', 'con', 'dept', 'beneficio', 'deja', 'entrar', 'beneficio', 'permit', 'por', 'favor', 'ayuda', 'con', 'contras', 'empleado', 'funciona', 'podido', 'iniciar', 'enrol', 'research', 'sap', 'bswift', 'resolut', 'reset', 'password', 'bswift', 'direct', 'work', 'por', 'favor', 'mandar', 'conexi', 'bsiwft', 'tambi', 'mucha', 'gracia', 'addit', 'info', 'important', 'respuesta', 'debe', 'ser', 'espa']",1
Bswift,"['life', 'event', 'marriag', 'would', 'like', 'add', 'husband', 'year', 'benefit', 'howev', 'add', 'life', 'event', 'enter', 'info', 'get', 'messag', 'state', 'ssn', 'alreadi', 'use', 'also', 'enrol', 'say', 'pend', 'receiv', 'email', 'state', 'document', 'accept', 'pleas', 'advis', 'imag', 'imag', 'png', 'oper', 'administr', 'quarri', 'unit', 'contact', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['life', 'event', 'divorc', 'name', 'verifi', 'ssn', 'yes', 'verifi', 'dob', 'yes', 'phone', 'number', 'email', 'address', 'request', 'employe', 'call', 'problem', 'benefit', 'call', 'get', 'divorc', 'year', 'want', 'remov', 'wife', 'benefit', 'employe', 'explain', 'alreadi', 'creat', 'life', 'event', 'remov', 'month', 'pass', 'wife', 'cover', 'benefit', 'employe', 'call', 'cigna', 'told', 'lafargeholcim', 'charg', 'send', 'cigna', 'updat', 'divorc', 'employe', 'wife', 'research', 'sap', 'bswift', 'resolut', 'creat', 'escal', 'benfit', 'addit', 'info', 'pleas', 'priorit', 'request', 'wife', 'lawyer']",1
Bswift,"['expedit', 'spous', 'remov', 'team', 'state', 'need', 'remov', 'spous', 'system', 'asap', 'alreadi', 'life', 'event', 'miss', 'doc', 'upload', 'doc', 'want', 'ask', 'pleas', 'help', 'possibl', 'life', 'event', 'thank']",1
Bswift,"['name', 'ssn', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'want', 'contact', 'get', 'thing', 'next', 'year', 'turn', 'work', 'start', 'collect', 'social', 'secur', 'basic', 'wife', 'start', 'collect', 'age', 'move', 'medicar', 'want', 'know', 'time', 'come', 'research', 'resolut', 'recommend', 'let', 'get', 'info', 'escal', 'send', 'email', 'select', 'option', 'pension', 'team', 'addit', 'info', 'moment']",1
Bswift,"['bswift', 'access', 'enrol', 'send']",1
Bswift,"['unabl', 'log', 'name', 'ssn', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'want', 'contact', 'unabl', 'log', 'onto', 'bswift', 'research', 'sap', 'bswift', 'resolut', 'provid', 'bswift', 'phone', 'number', 'help', 'back', 'escal', 'benefit', 'addit', 'info', 'moment']",1
Bswift,"['add', 'insur', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'complet', 'tri', 'add', 'newborn', 'system', 'birth', 'certif', 'upload', 'proof', 'birth', 'hospit', 'research', 'bswift', 'resolut', 'upload', 'today', 'explain', 'bswift', 'check', 'document', 'thrusday', 'reason', 'receiv', 'reject', 'back', 'get', 'assist', 'addit', 'info']",1
Bswift,"['daughter', 'coverag', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'want', 'contact', 'compani', 'email', 'want', 'doubl', 'check', 'ask', 'bswift', 'confirm', 'okay', 'document', 'child', 'advis', 'peopl', 'review', 'document', 'would', 'notifi', 'though', 'insist', 'could', 'check', 'research', 'two', 'doc', 'upload', 'check', 'previous', 'case', 'resolut', 'addit', 'info']",1
Bswift,"['spare', 'via', 'benefit', 'retir', 'benefit', 'detail', 'provid', 'transfer', 'via', 'benefit']",1
Bswift,"['life', 'event', 'child', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'want', 'contact', 'want', 'make', 'sure', 'life', 'event', 'doc', 'timefram', 'correct', 'expect', 'detail', 'provid', 'research', 'bswift', 'check', 'previous', 'case', 'yes', 'resolut', 'advis', 'take', 'effect', 'next', 'addit', 'info']",1
Bswift,"['name', 'ssn', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'want', 'contact', 'appar', 'stuff', 'readi', 'fidel', 'qualifi', 'stipen', 'health', 'insur', 'retire', 'wonder', 'life', 'insur', 'continu', 'upon', 'retir', 'research', 'matrix', 'sap', 'resolut', 'escal', 'pension', 'team', 'provid', 'pension', 'phone', 'number', 'addit', 'info', 'moment']",1
Bswift,"['copi', 'marriag', 'licens', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['rolewicz', 'rolewicz', 'detail', 'provid']",1
Bswift,"['compani', 'code', 'bswift', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'need', 'know', 'compani', 'code', 'access', 'bswift', 'app', 'resolut', 'inform', 'provid', 'phone', 'addit', 'info']",1
Bswift,"['health', 'care', 'subsidi', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'email', 'address', 'request', 'plan', 'retir', 'januari', 'februari', 'communic', 'say', 'must', 'valid', 'elig', 'health', 'care', 'subsidi', 'polici', 'say', 'appli', 'plan', 'select', 'via', 'benefit', 'resolut', 'escal', 'benefit', 'addit', 'info']",1
Bswift,"['insur', 'hello', 'abl', 'help', 'phone', 'cigna', 'effect', 'date', 'daughter', 'wrong', 'system', 'versus', 'add', 'daughter', 'insur', 'within', 'requir', 'time', 'birth', 'cover', 'incorrect', 'therefor', 'claim', 'kick', 'back', 'multipl', 'time', 'ask', 'immedi', 'chang', 'pleas', 'employ', 'elig', 'repres', 'wait', 'month', 'chang', 'compani', 'usual', 'submit', 'meet', 'deadlin', 'need', 'chang', 'part', 'abl', 'let', 'know', 'receiv', 'complet', 'thank', 'much', 'dnp', 'cnm', 'aprn', 'rnc', 'clc', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['depend', 'coverag', 'name', 'ssn', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'want', 'contact', 'email', 'get', 'marri', 'oct', 'nov', 'want', 'add', 'wife', 'depend', 'upload', 'marri', 'certif', 'bswift', 'show', 'wife', 'cover', 'bswift', 'request', 'document', 'alreadi', 'sent', 'life', 'event', 'tri', 'somplet', 'marriag', 'life', 'event', 'complet', 'everyth', 'relat', 'wife', 'submit', 'system', 'say', 'ssn', 'alreadi', 'use', 'wife', 'alreadi', 'list', 'bswift', 'start', 'though', 'mayb', 'enrol', 'first', 'want', 'delet', 'depend', 'start', 'life', 'event', 'first', 'enrol', 'delet', 'depend', 'list', 'check', 'bswift', 'wife', 'appear', 'pend', 'research', 'sap', 'bswift', 'resolut', 'escal', 'benefit', 'depart', 'addit', 'info', 'pleas', 'assist', 'employe', 'wife', 'cover', 'rest', 'year', 'start', 'thank', 'much']",1
Bswift,"['waiv', 'depend', 'detail', 'provid']",1
Bswift,"['hobert', 'spurl', 'benefit', 'name', 'spurl', 'dad', 'hobert', 'spurl', 'use', 'work', 'compani', 'accid', 'stroke', 'speak', 'want', 'know', 'insutr', 'research', 'docdna', 'resolut', 'cobra', 'benefit', 'sinc', 'status', 'insur', 'provid', 'cobra', 'phone', 'number', 'valid', 'addit', 'info']",1
Bswift,"['general', 'info', 'detail', 'provid', 'detail', 'close', 'ticket']",1
Bswift,"['waiv', 'benefit', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'need', 'know', 'waiv', 'benefit', 'research', 'bswift', 'resolut', 'send', 'inform', 'email', 'addit', 'info']",1
Bswift,"['fwd', 'voluntari', 'employe', 'life', 'insur', 'question', 'check', 'open', 'enrol', 'keep', 'notic', 'thing', 'chang', 'select', 'benefit', 'review', 'confirm', 'screen', 'exampl', 'select', 'voluntari', 'employe', 'famili', 'imag', 'imag', 'png', 'verifi', 'beneficiari', 'get', 'review', 'confirm', 'screen', 'follow', 'imag', 'imag', 'png', 'select', 'stay', 'select', 'wed', 'oct', 'write', 'yep', 'fix', 'thank', 'tue', 'oct', 'write', 'get', 'old', 'mani', 'right', 'lol', 'set', 'pleas', 'back', 'enrol', 'confirm', 'without', 'eoi', 'requir', 'complet', 'enrol', 'thank', 'benefit', 'analyst', 'lafargeholcim', 'cell', 'fax', 'email', 'oct', 'write', 'much', 'pain', 'thought', 'turn', 'trigger', 'increas', 'rate', 'thank', 'oct', 'write', 'investig', 'issu', 'rate', 'accur', 'increas', 'move', 'high', 'age', 'bracket', 'turn', 'current', 'rate', 'base', 'previous', 'age', 'increas', 'year', 'put', 'system', 'push', 'work', 'allow', 'elect', 'increment', 'salari', 'like', 'know', 'work', 'thought', 'voluntari', 'life', 'well', 'happen', 'test', 'think', 'easi', 'bswift', 'escal', 'let', 'know', 'back', 'finish', 'enrol', 'benefit', 'analyst', 'lafargeholcim', 'cell', 'fax', 'email', 'forward', 'messag', 'date', 'oct', 'subject', 'fwd', 'voluntari', 'employe', 'life', 'insur', 'question', 'forward', 'messag', 'date', 'oct', 'subject', 'voluntari', 'employe', 'life', 'insur', 'question', 'employe', 'assist', 'program', 'eap', 'enrol', 'afternoon', 'notic', 'follow', 'enrol', 'voluntari', 'employe', 'life', 'default', 'amount', 'salari', 'oppos', 'salari', 'year', 'default', 'enrol', 'set', 'suppos', 'salari', 'notic', 'wife', 'voluntari', 'life', 'insur', 'well', 'default', 'much', 'year', 'select', 'thing', 'notic', 'maximum', 'salari', 'multipl', 'could', 'choos', 'year', 'salari', 'year', 'could', 'choos', 'salari', 'salari', 'correct', 'maximum', 'multipl', 'salari', 'choos', 'year', 'also', 'even', 'though', 'coverag', 'amount', 'go', 'go', 'also', 'correct', 'thank', 'imag', 'imag', 'png', 'imag', 'imag', 'png', 'financ', 'strategi', 'manag', 'geocycl', 'bryn', 'mawr', 'suit', 'chicago', 'http', 'www', 'googl', 'com', 'map', 'bryn', 'mawr', 'suit', 'chicago', 'offic', 'entri', 'gmail', 'sourc', 'offic', 'http', 'www', 'googl', 'com', 'map', 'bryn', 'mawr', 'suit', 'chicago', 'offic', 'entri', 'gmail', 'sourc', 'http', 'www', 'googl', 'com', 'map', 'bryn', 'mawr', 'suit', 'chicago', 'offic', 'entri', 'gmail', 'sourc', 'mobil', 'manag', 'health', 'well', 'group', 'benefit', 'lafargeholcim', 'phone', 'email', 'geocycl', 'offic', 'mobil', 'geocycl', 'offic', 'mobil', 'geocycl', 'offic', 'mobil', 'geocycl', 'offic', 'mobil', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['fwd', 'marriag', 'forward', 'messag', 'girlygirlhoward', 'date', 'wed', 'nov', 'subject', 'marriag', 'sent', 'verizon', 'samsung', 'galaxi', 'smartphon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['fwd', 'document', 'requir', 'forward', 'messag', 'date', 'nov', 'subject', 'document', 'requir', 'birth', 'certif', 'step', 'add', 'insur', 'open', 'enrol', 'husband', 'list', 'father', 'marri', 'time', 'birth', 'pleas', 'let', 'know', 'proof', 'could', 'provid', 'get', 'add', 'tri', 'find', 'patern', 'document', 'child', 'support', 'order', 'prof', 'husband', 'father', 'thank', 'termin', 'oper', 'lafargeholcim', 'kansa', 'citi', 'missouri', 'cell', 'phone', 'fax', 'email', 'termin', 'oper', 'lafargeholcim', 'kansa', 'citi', 'missouri', 'cell', 'phone', 'fax', 'email', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['fwd', 'chang', 'health', 'benefit', 'hello', 'hire', 'lafargeholcim', 'complet', 'hire', 'benefit', 'thursday', 'realiz', 'want', 'packag', 'instead', 'packag', 'tri', 'edit', 'benefit', 'onlin', 'let', 'chang', 'enrol', 'complet', 'chang', 'benefit', 'hire', 'understand', 'day', 'complet', 'process', 'thank', 'help', 'employe', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['fwd', 'janil', 'marriag', 'certif', 'social', 'employe', 'send', 'marriag', 'certif', 'sent', 'upload', 'forward', 'messag', 'date', 'fri', 'sep', 'subject', 'janil', 'marriag', 'certif', 'janil', 'mommi', 'janil', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['add', 'benefit', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['patern', 'leav', 'name', 'summer', 'wife', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'ask', 'set', 'patern', 'leav', 'alreadi', 'call', 'cigna', 'told', 'life', 'told', 'patern', 'leav', 'also', 'call', 'told', 'research', 'bswift', 'resolut', 'escal', 'benefit', 'addit', 'info']",1
Bswift,"['extern', 'user', 'disconnect', 'extern', 'user', 'disconnect']",1
Bswift,"['extern', 'bswift', 'name', 'ssn', 'dob', 'phone', 'number', 'email', 'want', 'contact', 'remov', 'one', 'kid', 'insur', 'research', 'bswift', 'resolut', 'provid', 'bswift', 'phone', 'number', 'recommend', 'start', 'life', 'event', 'addit', 'info', 'moment']",1
Bswift,"['bswift', 'covid', 'vaccin', 'attest', 'name', 'ssn', 'dob', 'phone', 'number', 'call', 'number', 'email', 'want', 'contact', 'research', 'call', 'frustrat', 'bswift', 'covid', 'vaccin', 'attest', 'second', 'time', 'call', 'vaccin', 'inform', 'accept', 'portal', 'show', 'document', 'accept', 'manufactur', 'upload', 'pdf', 'document', 'show', 'pleas', 'investig', 'request', 'screenshot', 'need', 'say', 'time', 'pleas', 'escal', 'technic', 'high', 'level', 'support', 'team', 'addit', 'info', 'moment']",1
Bswift,"['eoi', 'tri', 'submit', 'eoi', 'voluntari', 'life', 'enrol', 'save', 'enrol', 'close', 'submit', 'submit', 'eoi', 'imag', 'imag', 'png', 'financ', 'director', 'geocycl', 'systech', 'geocycl', 'bryn', 'mawr', 'chicago', 'offic', 'phone', 'mobil', 'phone', 'www', 'geocycl', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['name', 'ssn', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'want', 'contact', 'email', 'alreadi', 'enrol', 'want', 'make', 'sure', 'cover', 'research', 'bswift', 'sap', 'check', 'bswift', 'say', 'go', 'cover', 'escal', 'confirm', 'resolut', 'escal', 'benefit', 'team', 'addit', 'info', 'moment']",1
Bswift,"['call', 'process', 'work', 'detail', 'provid', 'inform']",1
Bswift,"['wesh', 'via', 'benefit', 'transfer', 'transfer', 'via', 'benefit']",1
Bswift,"['document', 'requir', 'open', 'enrol', 'birth', 'certif', 'step', 'daughter', 'proof', 'document', 'requir', 'termin', 'oper', 'lafargeholcim', 'kansa', 'citi', 'missouri', 'cell', 'phone', 'fax', 'email', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['document', 'requir', 'birth', 'certif', 'step', 'add', 'insur', 'open', 'enrol', 'husband', 'list', 'father', 'marri', 'time', 'birth', 'pleas', 'let', 'know', 'proof', 'could', 'provid', 'get', 'add', 'tri', 'find', 'patern', 'document', 'child', 'support', 'order', 'prof', 'husband', 'father', 'thank', 'termin', 'oper', 'lafargeholcim', 'kansa', 'citi', 'missouri', 'cell', 'phone', 'fax', 'email', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['document', 'elig', 'verif', 'pleas', 'attach', 'birth', 'certif', 'certifi', 'dental', 'insur', 'thank', 'aggreg', 'lafarg', 'rte', 'elburn', 'phone', 'email', 'http', 'lafargeholcim', 'com', 'introduc', 'custom', 'portal', 'directa', 'hour', 'access', 'make', 'payment', 'invoic', 'sign', 'today', 'http', 'www', 'directaport', 'com', 'cs', 'login', 'http', 'www', 'directaport', 'com', 'cs', 'login', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['document', 'upload', 'request', 'upload', 'document', 'spous', 'child', 'upload', 'inform', 'show', 'alert', 'upload', 'updat', 'complet', 'yet', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['depend', 'verif', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['westlak', 'polici', 'inform', 'name', 'westlak', 'retire', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'need', 'copi', 'polici', 'life', 'insur', 'lafarg', 'research', 'bswift', 'resolut', 'escal', 'benefit', 'addit', 'info']",1
Bswift,"['bswift', 'issu', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'tri', 'access', 'bswift', 'work', 'possibl', 'log', 'resolut', 'recommend', 'contact', 'bswift', 'technic', 'support', 'ask', 'addit', 'info']",1
Bswift,"['chang', 'benifit', 'pleas', 'attach', 'divorc', 'decre', 'upload', 'bswift', 'receiv', 'email', 'state', 'need', 'produc', 'document', 'chang', 'make', 'enrol', 'need', 'inform', 'pleas', 'let', 'know', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",1
Bswift,"['bswift', 'insuffici', 'document', 'receiv', 'name', 'ssn', 'dob', 'phone', 'call', 'number', 'email', 'want', 'contact', 'previous', 'ritm', 'research', 'resolut', 'call', 'regard', 'email', 'receiv', 'bswift', 'say', 'document', 'receiv', 'suffici', 'miss', 'document', 'verifi', 'elig', 'current', 'futur', 'benefit', 'bswift', 'websit', 'need', 'know', 'document', 'need', 'upload', 'email', 'specifi', 'complet', 'enrol', 'hire', 'sinc', 'day', 'ago', 'pleas', 'doubl', 'check', 'everyth', 'okay', 'addit', 'info', 'moment']",1
Bswift,"['bswift', 'abl', 'add', 'spous', 'current', 'medic', 'dental', 'coverag', 'told', 'life', 'event', 'tri', 'complet', 'get', 'ssn', 'alreadi', 'use', 'also', 'receiv', 'email', 'state', 'life', 'event', 'marriag', 'complet', 'howev', 'list', 'one', 'life', 'event', 'need', 'add', 'possibl', 'origin', 'incid', 'inc']",1
Bswift,"['dziubek', 'enrol', 'name', 'dziubek', 'ssn', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'want', 'contact', 'corpor', 'person', 'email', 'pleas', 'get', 'email', 'state', 'need', 'complet', 'enrol', 'seem', 'like', 'ask', 'complet', 'part', 'enrol', 'log', 'say', 'employe', 'day', 'enrol', 'howev', 'alreadi', 'click', 'take', 'someth', 'alreadi', 'complet', 'get', 'confirm', 'messag', 'state', 'enrol', 'complet', 'seem', 'need', 'enrol', 'webpag', 'research', 'sap', 'bswift', 'resolut', 'escal', 'benefit', 'dept', 'addit', 'info', 'moment']",1
Bswift,"['benefit', 'spose', 'applic', 'name', 'ssn', 'dob', 'phone', 'number', 'email', 'want', 'contact', 'applic', 'sent', 'qualifi', 'domest', 'order', 'research', 'resolut', 'recommend', 'send', 'email', 'mylif', 'addit', 'info', 'moment']",1
Bswift,"['applic', 'support', 'incid', 'sap', 'sap', 'bswift', 'sever', 'employe', 'termin', 'never', 'pass', 'term', 'date', 'bswift', 'attach', 'exampl', 'origin', 'incid', 'inc']",1
Bswift,"['covid', 'vaccin', 'card', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'upload', 'covid', 'vaccin', 'card', 'bswift', 'reject', 'download', 'back', 'side', 'research', 'bswift', 'resolut', 'check', 'upload', 'today', 'check', 'look', 'encourag', 'wait', 'week', 'reject', 'normal', 'approv', 'period', 'must', 'wait', 'get', 'reject', 'accept', 'first', 'reject', 'appeal', 'addit', 'info']",1
Bswift,"['life', 'insur', 'question', 'spous', 'call', 'realli', 'interest', 'know', 'inform', 'life', 'insur', 'husband', 'want', 'know', 'life', 'insur', 'work', 'reactiv', 'gmail', 'do', 'life', 'insur', 'detail', 'provid']",1
Bswift,"['name', 'ssn', 'dob', 'phone', 'number', 'call', 'number', 'email', 'want', 'contact', 'research', 'resolut', 'call', 'tri', 'figur', 'happen', 'hsa', 'account', 'tri', 'figur', 'happen', 'hsa', 'account', 'cancel', 'health', 'insur', 'pleas', 'investig', 'let', 'know', 'addit', 'info', 'moment']",1
Bswift,"['detail', 'provid', 'need', 'upload', 'document', 'close', 'ticket']",1
Bswift,"['wife', 'stuck', 'hsa', 'screen', 'close', 'ticket']",1
Bswift,"['life', 'insur', 'spous', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'yes', 'want', 'contact', 'yes', 'call', 'despit', 'process', 'select', 'differ', 'life', 'insur', 'amount', 'spous', 'advanc', 'process', 'get', 'messag', 'say', 'need', 'proceed', 'addit', 'process', 'screen', 'advanc', 'enrol', 'click', 'continu', 'work', 'claim', 'stuck', 'anyth', 'concern', 'research', 'pre', 'enrol', 'spous', 'coverag', 'start', 'check', 'previous', 'case', 'yes', 'resolut', 'addit', 'info']",1
Bswift,"['issu', 'start', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'compani', 'email', 'want', 'contact', 'compani', 'email', 'start', 'enrol', 'option', 'tri', 'possibl', 'workaround', 'told', 'see', 'colleagu', 'bswift', 'look', 'like', 'look', 'like', 'simpli', 'option', 'research', 'sap', 'bswift', 'tester', 'check', 'previous', 'case', 'yes', 'resolut', 'tier', 'addit', 'info']",1
Bswift,"['start', 'scratch', 'transfer', 'get', 'access', 'compani', 'email', 'close', 'ticket']",1
Bswift,"['name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'call', 'number', 'email', 'address', 'request', 'call', 'state', 'complet', 'smoke', 'cigna', 'cigna', 'told', 'get', 'back', 'let', 'know', 'pleas', 'take', 'tobacco', 'charg', 'payrol', 'process', 'ask', 'refund', 'pleas', 'issu', 'check', 'refund', 'much', 'check']",1
