categorias,ticket,etiquetas
Bswift,retirement benefits for g task i am a cousin of s trying to take care of his matters as he passed away saturday and has no next of could please me and let me know we need to do to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,retirement benefits for g task i am a cousin of s trying to take care of his matters as he passed away saturday and has no next of could please me and let me know we need to do to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,cigna claim called today stating that he must receive some paperwork related to a claim with cigna and he has not yet i explained him that he must address to cigna directly provided th ephoen number and transferred phone,1
Bswift,cantini life insurance policy name cantini retiree achtzehn ee id n a confirmed dob confirmed phone number n a email need his life insurance policy number as cigna t help her out until she gets information research bswift retiree is set as death resolution provided policy number additional info in that s not policy we need to escalate to benefits,1
Bswift,change benefits coverage called today stating that he received an email stating that he should verify his eligibility and there is a documentation required i verified on bswift and there is a verification pending for his wife nevertheless he has submitted marriage certificate on i explained him that bswift make a verification on tuesdays and thursdays and probably it is pending but just for being sure that not further document is required please double check everything is ok in something else is needed please contact them using this email,1
Bswift,change benefits coverage called today stating that he received an email stating that he should verify his eligibility and there is a documentation required i verified on bswift and there is a verification pending for his wife nevertheless he has submitted marriage certificate on i explained him that bswift make a verification on tuesdays and thursdays and probably it is pending but just for being sure that not further document is required please double check everything is ok in something else is needed please contact them using this email,1
Bswift,coverage name a ee id confirmed dob confirmed phone number email she s a nh and she has completed enrollment and she keeps on receiving notification about contacting us to if there s possibly something missing on her enrollment research sap to confirm personal information checked bswift to if everything seemed to be however i escalate to benefits just for them to verify everything s just resolution escalated to benefits department additional info not at moment,1
Bswift,task pending death certificate mr l whisler s widow contacted us because she wanted to know if he had a life insurance with company and also is missing documentation to complete death reporting she is about to send a fax with mr s death certificate no further actions required at this time,1
Bswift,loss of coverage provided instructions closing ticket,1
Bswift,v ssn already in use while life event hi team when he goes to run live event he s getting an he starts adding everything date of marriage dependent he types all information about spouse because they re now married and it says social security already in use he s unable to proceed further can he run this life event spouse appears as waived shall we remove her and add her again thanks a,1
Bswift,urgent cancel cheque hello called today stating that he received a letter from cobra stating that he must for his benefits since date of his ltd december until today but he needs to know if he is already covered with us does he need to for this task he has already sent cheque to cobra because he thought he was not covered please let me know if he needs to cancel this cheque,1
Bswift,borders poa for mr she is contacting us because she needs to know which documents she needs to send over to us to continue on mr i requested her a copy of her poa letter to send it to,1
Bswift,virgin pulse wellness incentive she contacted us because apparently payflex told her they had to remove her wellness incentive rewards from her account since it was already paid told her she would need to contact virgin pulse to check on that and that she could come back to us after she spoke with them,1
Bswift,wife lost coverage my wife marnie lost her coverage at her of employment s sporting goods during open enrollment period she was on mandated covid quarantine and wasn t aware that without re enrolling she d lose coverage in previous years failing to re enroll resulted in retaining previous year s benefits it was changed this year to no coverage she appealed to board but they denied her appeal i applied to enroll her but am unaware if there are other steps i need to follow i submitted a copy of her denial letter but was unsure as to whether i had to do anything else supervisory laboratory technician u s cement physical testing technician aci certified lafargeholcim ravena cement cell office to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,dental xxx xx called today stating that his medical and dental benefits are ending today he wants to know if he could extend dental and not medical also he wants to know if process is with cobra email,1
Bswift,eap name ee id verified ssn yes verified dob yes phone number n a email address requested no she wanted to know if we benefit to talk to a counselor to ask for psychological assistance research i searched for eap phone number and details resolution i provided her information additional info no,1
Bswift,l life insurance beneficiary change mr daughter on his behalf because they need to change beneficiary under his life insurance policy i advised her we would get back in touch with her via email in order to proceed with and request her a copy of her of attorney to speak on his behalf could please check on this they would like to change beneficiary as as possible,1
Bswift,benefits coverage questions he contacted us regarding these three questions and he s looking forward to get an email with some cues he wants to know if it s possible to add his fianc to his benefits since he doesn t have a marriage certificate he can not upload it on bswift could ask this to for some reason when he did his open enrollment year his dental coverage didn t went through and he realized that a couple of days ago could please check on this as well does he need to do about his bonding i didn t know was it but since we re asking all this questions to maybe she could explain is this about thanks in advance,1
Bswift,has no coverage name ee id verified ssn yes verified dob yes phone number email address requested his has no coverage even when he has uploaded his birth certificate to bswift he called bswift and they told him he must mylife research i verified on bswift and birth certificate is uploaded but his is as waived resolution escalated with benefits team as has no coverage additional info no,1
Bswift,w death notification mylife us retiree life retiree paid k retiree paid life k of death st ssn spouse if yes ask for full ssn full name and full ssn notifier name relationship with deceased spouse phone number address winding road sc pension number provided y death certificate requested y,1
Bswift,w death notification mylife us retiree life retiree paid k retiree paid life k of death st ssn spouse if yes ask for full ssn full name and full ssn notifier name relationship with deceased spouse phone number address winding road sc pension number provided y death certificate requested y,1
Bswift,k question transferred to fidelity he contacted us because he s being deducted almost per period and he doesn t know about this loan i redirected him with fidelity and advised to contact us in they can not provide him a solution,1
Bswift,about medical insurance hi my wife s medical insurance is pending so i want to know why same i received your e mail marriage proof related data was uploaded directly to website as a tax return schedule c we would appreciate it if could cancel pending and i ll attach a tax return to have a weekend sincerely to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,employee beneficiary listed twice on bswift my j is listed twice as a beneficiary on bswift employee thank administration holcim us inc midlothian tx phone mobile www holcim com to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,as beneficiary name ee id verified ssn yes verified dob yes phone number email address requested he is a hire since he added his as beneficiary and attached birth certificate on nevertheless it is as unverified research i checked on bswift and certificate was submitted on as bswift verifies info on tuesdays and thursdays maybe it be verified today i let employee know this but also told him a be raised to benefits department to confirm resolution escalated with benefits please verify if everything is correct please reach him back in is needed additional info no,1
Bswift,birth certificate rejected name ee id verified ssn yes verified dob yes phone number email address requested called asking why birth certificate of his was rejected as proof of parenting he received an email on which says documentation was not enough proof research i checked on bswift and birth certificate was rejected on by bswift resolution escalated with benefits please verify with task please reach him back in is needed msn email not lafarge additional info no,1
Bswift,name ee id ssn confirmed dob confirmed phone number n a email n a he has some questions about benefits set up med dental research sap bswift resolution provided info on to login additional info seems like he disconnected phone,1
Bswift,appeal for benefits enrollment to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,beneficiary name ee id verified ssn yes verified dob yes phone number email address requested he is a hire since and he uploaded ssn card of his on to add him to insurance he couldn t add birth certificate because it got a mistake and he is waiting for a fixed certificate he received an email on from bswift which documents have been reviewed and accepted nevertheless his has no insurance research is on bswift as unverified resolution escalated with benefits to verify if everything is correct with this beneficiary if we need anything else he he could ask for a hospital from his additional info no,1
Bswift,r ltd payment feedback hi ee is really upset because since transition from aetna to a girl has been making several important mistakes which ended up affecting his ltd payments and one he was entitled to was not paid he didn t get anything today and this always gives him a hard time trying to communicate all this with people involved he s dissatisfied about process and wants to escalate this feedback to hr in canada additionally he wants wants this fixed immediately he asked several times for your phone number along with his email address,1
Bswift,beneficiary change form r she requested our corporate email address to send us this beneficiary change form she has i told her she could send it to so that we can process it,1
Bswift,benefits on a spoke with representative who advised me that i needed to my life to if there were further for benefits to me from my husband when she gave me number to they advised me that i needed to email with my questions so my question is are there additional benefits that are to me as life insurance health insurance other benefits through my husband my husband s name is orbins his date of birth is and my name is date of birth my phone number is my address is po centreville al to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,birth hi i added to my portal just wanted to send as well thanks lafargeholcim us assistant terminal manager office cell email to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,p xxx xx inconsistence in insurance p xxx xx called today stating that she received a letter from lafarge stating that there is an inconsistency in her insurance this because of her answers were inconsistent in her tobacco surcharge program please verify why she received this letter and explained it to her email phone,1
Bswift,j virgin pulse name j ee id ssn confirmed dob confirmed phone number email n a virgin pulse payment for she s a previous employee and completed virgin pulse program and when she pays for her benefits she must and she has not received research n a resolution provided vp phone s number additional info n a,1
Bswift,g xxx xx added to insurance g xxx xx called today he wanted to know if his was added to insurance i checked on bswift and he is he wanted to know why they haven t received medical card i explained him that he must cigna directly and provided phone number,1
Bswift,xxx xx group accident insurance xxx xx currently on ltd and wife want to verify if they have enough payment for an insurance request deductions they wanted to know everything from their insurance have been paid i verified on bswift and they have coverage but i wanted to double check with because there are no payroll records in system regarding his ltd please review this and reach employee email,1
Bswift,m jr life insurance question he wanted to check if he was entitled to life insurance for ad d with lh i confirmed information during no further actions are required,1
Bswift,coldy dob correction name coldy ee id verified ssn yes verified dob yes phone number email address requested email he wanted to make a correction of his ssn xxx xx dob date in bswift is and correct one is research i checked in bswift and date shown is wrong resolution escalated with benefits team i let employee know that we are going to contact him if further information is required additional info no by moment,1
Bswift,coverage bswift is telling me that my s coverage is being canceled i provided everything that they wanted and an agent from mylife told me i was to go t know to do now to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,w notification name w ee id ssn confirmed dob n a phone number email life insurance pension and everything that could be owe to research sap resolution escalate it to benefits department for further handling additional info please questions below of death st ssn spouse yes full name full ssn notifier name relationship with deceased wife phone number address phils la pension number was given no please provide pension phone number when send answer requested death certificate yes but she s waiting for it so i recommended to send it to,1
Bswift,dental insurance hello my dental insurance is inactive not too sure why it has become inactive since i have enrolled and thought it was active to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,dependent correction we were filling an rx for our daughter today and pharmacy told us it was not covered when they researched it they saw that is listed as a with company benefits medication is only covered for biological females is female so we are not sure this happened we changed her gender through bswift but we re not sure whether there is anything else we need to do please let us know it s for dob i do not know this happened employee sent from mail https go microsoft com fwlink linkid for windows to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,h ltd benefits removal he would like to remove some of his benefits since he s on ltd and doesn t need all benefits he has active at this moment could please review with does he need to do to remove those benefits and if he s entitled to do it if so is he able to do it through his bswift himself,1
Bswift,h ltd benefits removal he would like to remove some of his benefits since he s on ltd and doesn t need all benefits he has active at this moment could please review with does he need to do to remove those benefits and if he s entitled to do it if so is he able to do it through his bswift himself,1
Bswift,xxx xx xxx xx called today stating that his wife went to dentist yesterday and they their insurance was cancelled on december i verified on bswift and all coverages are excepting dental he he completed successfully open enrollment email,1
Bswift,mestancik bswift access name mestancik ee id retiree verified ssn yes verified dob yes phone email address requested no he he cannot have access to check his benefits reimbursement accounts research i verified and his retiree is active on bswift and everything seems to be correct resolution i provided this info and ask him to check his benefits on bswift he didn t know bswift was he took notes and told me he check again additional info no,1
Bswift,ee death certificate l to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,ee wants to confirm that his dependants are covered by cigna ee wants to confirm that his dependants are covered by cigna full name ee id if applicable of ssn xxx dob validated y ticket reason ee wants to confirm that his dependants are covered by cigna contact number na email address final resolution biswift was validated and dependants were approved on however they are not covered as per cigna told ee that we raise to confirm when they are covered by cigna as well,1
Bswift,employee hospitalized morning i have a employee who was admitted to hospital over weekend for a issue and i am trying to assist with getting some information for his wife to assure that his benefits be activated as as possible please advise to proceed thank of it support na americas digital center adc rd tx phone www lafargeholcim com dream create grow this email is confidential and intended only for use of above named addressee if have received this email in please delete it immediately and notify us by e mail or telephone to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,exercise expenses does our policy purchasing a peloton or monthly fees for classes ballantine aggregate industries asphalt representative mid atlantic region triangle drive suite greenbelt md phone cell www aggregate us com an aggregate industries us company a member of lafargeholcim group this email is confidential and intended only for use of above named addressee if have received this email in please delete it immediately and notify us by email or telephone to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,external pension phone number life insurance name n a ee id n a ssn n a dob n a phone number n a email n a n a research asignation matrix resolution provided pension s department phone number and i also instructed to send an email in order for us to escalate it provided group policy transferred phone to pension additional info not at moment,1
Bswift,external user no info questions name n a ee id n a ssn n a dob n a phone number n a email n a benefits related question research n a resolution recommended to send us to send us an email so that it could be escalated to benefits and so that they could check on their end additional info not at moment,1
Bswift,familly member hi i want know why my wife is pending into my medical defendant i was send to that my document about our join tax form windows https go microsoft com fwlink linkid to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,fw sent from my t mobile g device original message from dartanya date pm gmt to subject sent from my t mobile g device to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,fw term let sent from my t mobile g device original message from x snag g date pm gmt to subject to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,fwd insurance withheld mylife can confirm if deductions that came out in february were from something that was in arrears that is my since deductions are turned off in sap i am guessing that there was a period missed before her layoff that was sitting in arrears and pulled when she got paid please confirm benefits analyst u s lafargeholcim cell fax email forwarded message from date tue apr at am subject insurance withheld to morning informed me that when she received her wellness check in february that insurance was deducted even though she had been paying that herself during layoff can look into this and let me know needs to be done to get this corrected once she s back a sphr resources business partner aggregate industries us lafargeholcim holiday drive moorhead mn direct mobile to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,fwd message from rnp ef please process this documentation required for s life event for health insurance coverage employee number thank forwarded message from date tue apr at pm subject message from rnp ef to r this e mail was sent from rnp ef mp c ex scan date queries to a sphr resources business partner aggregate industries us lafargeholcim holiday drive moorhead mn direct mobile to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,e xxx xx documents uploaded to bswift e xxx xx he uploaded his family documents to bswift today and he wanted to know when are they going to be verified i explained him that bswift verifies documents tuesdays and thursdays he must wait until next week,1
Bswift,m xxx xx add daughter to insurance name ee id verified ssn yes verified dob yes phone number email address requested she wants to add her to insurance who was born in nevertheless she ordered birth certificate to baltimore but it has not arrived yet research no researched needed resolution i told her i escalate this with benefits to verify we can do please check if we can wait until birth certificate arrives additional info no by moment,1
Bswift,h r inbound request daughter is not on insurance called again stating that his daughter is not covered information from previous task was provided is unable to clarify coverage request asked him to give us a back once he has requested information,1
Bswift,health benefits fertility treatment coverage hello can let me know is covered in my benefits when it comes to fertility treatment if anything is covered and deductible is thanks road and logistics manager great lakes lafargeholcim u s mobile email to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,health screening info request name n a ee id n a ssn n a dob n a phone number n a email n a health screening research checked phone list resolution provided quest physical results phone number additional info not at moment,1
Bswift,health vision and dental im trying to re enroll for health vision and dental but dont it on web site do i need to do to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,issues with ssn when creating an online account is asking to basically change whole process to create an online account and access via benefits so no one else has to give their ssn she demanded to have an address name and phone number of anyone in lafargeholcim that fulfill her demand i that i m not authorized to share information without approval and that as per process health provider is one that controls their own website since she claimed to write a letter with my name to quote i write down to ceo and that refused to help me via benefits told me that lafarge can change that they can even change health provider and no give my ssn do agree on that to which i replied back with no i do not agree on that i ll bring my manager to handle request is constantly pushing saying quote i did this before and do it again i change it so give me an address and name we finally agree on create a and return a back in middle of next week she asked us to tell via benefits that fax is not working and they must it,1
Bswift,issues with ssn when creating an online account is asking to basically change whole process to create an online account and access via benefits so no one else has to give their ssn she demanded to have an address name and phone number of anyone in lafargeholcim that fulfill her demand i that i m not authorized to share information without approval and that as per process health provider is one that controls their own website since she claimed to write a letter with my name to quote i write down to ceo and that refused to help me via benefits told me that lafarge can change that they can even change health provider and no give my ssn do agree on that to which i replied back with no i do not agree on that i ll bring my manager to handle request is constantly pushing saying quote i did this before and do it again i change it so give me an address and name we finally agree on create a and return a back in middle of next week she asked us to tell via benefits that fax is not working and they must it,1
Bswift,jr death notification name jr ee id n a ssn confirmed dob n a phone number email her father worked for holcim and he passed away in january and they wanted to know if there was something available as pension or life insurance for them research bswift no info was found resolution escalated to benefits please questions below of death january ssn spouse yes full name full ssn notifier name mikie humanitzki relationship with deceased daughter phone number address road sc additional info requested death certificate,1
Bswift,v margiasso life insurance mr margiasso use to have a life insurance for almost k dollars back in time he used to work for lh now he and his wife have been doing some phone calls trying to where did it go to and they haven t been able to find information about it could please contact and let her know about his i could no life insurance under his bswift account yet they insist there was a life insurance,1
Bswift,l ee pension accrued name l ee id verified ssn yes verified dob yes phone number na email address requested na he wanted to know much does he have accrued in his pension research i validated with yeferson and he told me he must fidelity directly resolution i provided fidelity phone number and transferred phone additional info no,1
Bswift,t divorce certificate requesting verification he uploaded his divorce certificate on bswift but he received an email stating that documentation received was insufficient and they couldn t approve it they were also requesting additional information to approve it could please check on this with he would like to know which documents are missing since important one stating all official and information is already uploaded,1
Bswift,hi team called today asking for a coverage letter with start date and details please send it to this email email thanks,1
Bswift,benefits enrollment he was trying to enroll his benefits in bswift but according to him his cell phone got disconnected from network and when he got back online didn t allow him to change piece of information and everything seems to be waived could please check on this with,1
Bswift,j name j ee id ssn confirmed dob confirmed phone number email n a he s retiring and at pension dept they told him that he qualify to medical benefit on some sort and or monthly check if he s entitled to benefits please let us know does he have to do to get this please provide process that he needs to follow research sap resolution escalated to benefits department for further investigation additional info once have answer please let me know so that i can get back to him,1
Bswift,ins benefit claim r to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,sallinger death notification mylife us of death ssn spouse if yes ask for full ssn full name and full ssn no notifier name bruzda relationship with deceased phone number address residence drive city ligonier pennsylvania pension number was given if active t provide it let benefits take care of it provided requested death certificate yes,1
Bswift,sallinger death notification related task bruzda daugther of mr sallinger is reaching out to us after cigna told her no claim was initiated by lh for his father s life insurance death notification was already processed in related before but cigna hasn t been notififed about his death yet could please check into her and contact her back,1
Bswift,ee id letter that his eligibility for name ee id ssn confirmed dob confirmed phone number n a email former employee looking for a letter that his eligibility for cobra research checked sap to confirm his pii checked with team also resolution escalated to benefits department additional info please get back to employee as as possible,1
Bswift,policy group name ee id ssn confirmed dob confirmed phone number email he just enroll through his insurance and he d like to get his id number research sap to confirm pii checked with benefits team and shared medical group number resolution provided information and let him know his user and password is made additional info not at moment,1
Bswift,benefits arrears he got laid off in december year and returned back to work some ago he s sure he needs to something for those benefits during his laid off and he contacted us trying to much does he need to and maybe get to an agreement can verify if it s like he he s not sure if he got an agreement with company to for his benefits or if he had to for them instead he and his family seem to be covered on bswift,1
Bswift,life change document image jpg employee employee terminal operator sc ph fax to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,life event morning i submitted a life event change on document has been uploaded to prove my spouse children and myself have gained medical coverage through my wife s employer as of please let me know status of this submission and if there is anything else i need to do thank shift coordinator lafargeholcim us alpena cell office to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,benefits coverage name ee id ssn confirmed dob confirmed phone number n a email she was laid off over and she go back week and seems like her benefits are not active she doesn t know to do to get her benefits back she would also like to know if she can re enroll as she was on layoff she would like to switch some stuff research sap to confirm pii checked bswift and benefits are waived and i confirmed benefits are waived resolution escalated to benefits department and let know that she should let her manager know that she s back so that they request rtw additional info before adding something before activating benefits she would like to be notified first so please do not do change update anything without notifying,1
Bswift,insurance card sent to wrong address name ee id verified ssn yes verified dob yes phone number email address requested no he stated his address was sent to wrong address because he has recently changed it research i checked in bswift is correct he must contact insurance company resolution i transferred phone to cigna additional info no,1
Bswift,benefits coverage for his daugther her daughter lost coverage from her mother s policy and he wants to add her to his benefits can please talk to about it and let him know when he can do change and documents does he need to upload in his bswift account,1
Bswift,benefits coverage contacted us because his husband uploaded all documentation for having her covered under his policy but for some reason it didn t go through could please verify happened with they want to be covered and they would like to know much is it going to him to have her covered,1
Bswift,w payflex coverage hi team called today in regards of w he was already terminated but he has coverage until she wants to know if coverage stops once employee separates from company or if employee has payflex coverage for rest of benefits year please reach with answer thanks,1
Bswift,h benefits termination letter name h ee id ssn confirmed dob confirmed phone number n a email termination letter of insurance for his and his family group former employee mentions that his seems to have insurance coverage through aetna research sap to confirm pii found employee on bswift and his status is unactive when i checked benefit coverages all says waived resolution escalated to benefits department for further handling additional info not at moment,1
Bswift,my benifits hello i need to know about my life insurance and pension thank sent from yahoo mail on android to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,add spouse to insurance name ee id verified ssn yes verified dob yes phone number email address requested wants to add his wife to insurance he got married on he wanted to send us marriage certificate by email also he that even when he got married on marriage certificate arrived just yesterday because of covid he doesn t want to lose to add her because certificate took to arriving research i verified and his wife is as unverified on bswift resolution i explained to him he must upload document to bswift and they check on tuesdays and thursdays information uploaded to portal i provided mylife us email to send us certificate team please check if an exception in adding a beneficiary to insurance is possible after days because covid delays issuing of proof documentation additional info no by moment,1
Bswift,orbins death notification not on bswift mylife us of death january rd he didn t appear on bswift it he didn t have life insurance or benefits transferring to pension dept as it s process,1
Bswift,nalla bswift not working name nalla ee id verified ssn yes verified dob yes phone number email address requested no he his bswift account does not work research i verified and there is no account available for this employee i provided bswift technical support phone number nevertheless after phone team let me know that his account is not available because he was hired on and hires kit run on then his account should be ready by end of week if not he should us back on to check with resolution i tried to him back but phone number is not his i try to him with phone number on sap and send him an email additional info no,1
Bswift,eligibility for stipend hra upon retirement hi team ee wants to confirm if he s eligible for a stipend hra upon his retirement he wants to confirm all his benefits and this was on his list name ee id y verified ssn y verified dob y phone number y email address requested yes please use his company s email ee wants to confirm if he s eligible for a stipend hra upon his retirement he wants to confirm all his benefits and this was on his list research research resolution ra to tier for further details additional info n a,1
Bswift,benefits coverage after termination name ee id ssn n a dob n a phone number email they can continue with insurance coverage employee quit and they would like to continue with their coverage but they have no clue on to research sap to find employee resolution escalated to benefits department so that they can provide an answer about this one additional info not at moment,1
Bswift,re employee hospitalized i have a response to this inquiry today wife of employee is waiting on my response thank on apr at am wrote morning i have a employee who was admitted to hospital over weekend for a issue and i am trying to assist with getting some information for his wife to assure that his benefits be activated as as possible please advise to proceed thank of it support na americas digital center adc rd tx phone www lafargeholcim com dream create grow this email is confidential and intended only for use of above named addressee if have received this email in please delete it immediately and notify us by e mail or telephone of it support na americas digital center adc rd tx phone www lafargeholcim com dream create grow this email is confidential and intended only for use of above named addressee if have received this email in please delete it immediately and notify us by e mail or telephone to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,not covered hi team called today stating that he has an issue with cigna is currently on ltd and he and his wife were covered under lafargeholcim he asked for his coverage this year and he was not enrolled for medicare cigna told him he was not covered by even when he is eligible for medicare currently they are not paying anything for him even when he is paying a deductible to cigna he wants his from premium he is paying back and also options of coverage does he have if he had known at beginning of year that he was going to be without coverage he has done something in order to get it please review this and contact he needs to know if he has coverage options as as possible email phone,1
Bswift,xxx xx add to insurance called today asking he could add his to insurance he tried to upload birth certificate on bswift but there was an i asked him when was born and he on january i explained to him he has days to report a life event in this he is out od date,1
Bswift,stalving beneficiary life insurance letter hi team stalving wife of stalvig h xxx xx called today saying she received a letter from lafargeholcim related to beneficiaries life insurance letter date mr wants to add her to insurance please contact her to explain is process to follow email she also wanted to know if share with her information related to her husband s policy and mail it to s county road a superior wi thanks,1
Bswift,premium name ee id verified ssn yes verified dob yes phone number email address requested he wants to know much does it insurance per family member because her wife has a insurance with her company he wants to know if it is cheaper to continue with insurance for him and his child or migrate to her wife s insurance research i verified in sap much he has deducted by month resolution i let him know much he has deducted monthly but i told him i was going to escalate his with benefits to have detailed information of each family member premium additional info no by moment,1
Bswift,callback name ee id verified ssn yes verified dob yes phone number email address requested callback to explain to him he must upload a document which proves loss of coverage of his birth certificate doesn t work research n a resolution information provided in phone he he didn t know to upload a document on bswift i provided mylife us email address additional info no,1
Bswift,dependent care hsa account name ee id verified ssn yes verified dob yes phone number na email address requested he called asking for questions he is back from layoff and he needs to reactive his dependent care account he wants to up his contributions into hsa research i validated with team and instructive shared by beltr n sent through an email help him to change his contributions to hsa account through my hsa account and after check with resolution i requested him his address to escalate with benefits additional info no,1
Bswift,dependent care hsa account name ee id verified ssn yes verified dob yes phone number na email address requested he called asking for questions he is back from layoff and he needs to reactive his dependent care account he wants to up his contributions into hsa research i validated with team and instructive shared by beltr n sent through an email help him to change his contributions to hsa account through my hsa account and after check with resolution i requested him his address to escalate with benefits additional info no,1
Bswift,m xxx xx out of insurance paperwork m xxx xx called today stating that his daughter is turning on next wednesday he needs paperwork that shows she is coming out of insurance email,1
Bswift,c coverage he wanted to happened to kinsley a coverage he went to doctor and they told him his was covered since and not as stated in bswift could please check on this i couldn t find effective date mentioned in bswift for his insurance they already contacted cigna and they redirected mr to us because we needed to change effective date,1
Bswift,borjas benefit coverages name borjas ee id n a ssn confirmed dob confirmed phone number n a email retiree via benefits turning he turn this coming and his wife s years old as of now he called via benefits and they told him that she was able to stay within coverage lafarge wants him off regarding benefits coverage as he s turning she be able to stay within if he is removed from it he be able to stay within if he pays his premiums research checked bswift to confirm personas information resolution escalated to benefits department for further investigation additional info please get back to as as possible regarding this thank so very much,1
Bswift,spouse coverage name ee id ssn confirmed dob confirmed phone number email he wanted to remove his wife from benefits he sent all documentation and email says official letterhead research bsift and i can that benefits for are waived so i did not really understand why is receiving these emails first he was requested official letterhead and so he sent it and it was not valid per email he received resolution informed him about and escalated to benefits for processing and assistance additional info why is employee receiving these emails even though he sent all docs that bswift requested please confirm with bswift weather they require updated documentation from to get process completed,1
Bswift,urgent s he cannot amount s called today stating that he was in a layoff since december until first week of and he received no monthly statements to his premiums now he there is an amount of and date is today he couldn t use a order he wants to with hsa account but he cannot do it please check this it is urgent because date is today thanks contact info phone email,1
Bswift,verification requirements to whom it concern i have requested documentation already uploaded on my bswift why do need a second verification regards administrative assistant lafargeholcim arbor rd dundee mi cell www lafargeholcim com to unsubscribe from this group and stop receiving emails from it send an email to,1
Bswift,jr xxx xx no dental benefits hello team mr jr xxx xx called today stating that he went to dentist yesterday and they told him he has no longer dental insurance he called cigna and they told him that his insurance was cancelled since dcember he he was never notified about this change he has his medical insurance wellcard bronze as active on bswift but dental and vision are waived please review his he he has his next appointment with dentist on because one from yesterday was cancelled he has no email address this is his phone number please let me know if a back is needed,1
Bswift,jr xxx xx no dental benefits hello team mr jr xxx xx called today stating that he went to dentist yesterday and they told him he has no longer dental insurance he called cigna and they told him that his insurance was cancelled since dcember he he was never notified about this change he has his medical insurance wellcard bronze as active on bswift but dental and vision are waived please review his he he has his next appointment with dentist on because one from yesterday was cancelled he has no email address this is his phone number please let me know if a back is needed,1
Bswift,children not covered he is contacting us because he was talking to cigna about his children benefits coverage but even though he did put them under his dependents they didn t gain coverage could please check on his i couldn t documentation for his children in bswift yet they are under dependents,1
Bswift,xxx xx cigna card xxx xx called today stating that he doesn t have a cigna card yet and he cannot log in to his account i explained to him that he must cigna and provided him phone number,1
Bswift,benefits coverage name ee id ssn confirmed dob confirmed phone number n a email he got a termination letter for health benefits coverage because he did not for month of employee mentioned that he got back to work so he would like to have his benefits reactivated reinstated research sap to confirm pii i also checked bswift and benefit coverage seems to be active but for child so quite confused as to why he has received this letter resolution escalated to benefits department additional info please get back to employee as as possible on this one,1
Bswift,r life insurance beneficiaries name render ee id not an employee phone number na email address requested she wanted to know who are beneficiaries of her dad s life insurance and details of his policy research i checked on bswift and employee has currently life insurance with us resolution we are awaiting for her to send us document that can prove she is authorized to receive this information additional info no,1
